timestamp,constellation,AGC,SNR,latitude,longitude,height
1725970920530.0,BeiDou,,66.0,69.212354,15.858621,10.9
1725970920530.0,GLONASS,60.381736755371094,66.0,69.212354,15.858621,10.9
1725970920530.0,GPS,37.42583465576172,70.0,69.212354,15.858621,10.9
1725970920531.0,Galileo,37.42583465576172,58.0,69.212354,15.858621,10.9
1725970921537.0,BeiDou,,66.0,69.212352,15.858614,10.6
1725970921537.0,GLONASS,59.06133270263672,66.0,69.212352,15.858614,10.6
1725970921537.0,GPS,37.657474517822266,70.0,69.212352,15.858614,10.6
1725970921537.0,Galileo,37.657474517822266,58.0,69.212352,15.858614,10.6
1725970922535.0,BeiDou,,66.0,69.212349,15.858613,10.2
1725970922535.0,GLONASS,59.19001770019531,66.0,69.212349,15.858613,10.2
1725970922535.0,GPS,38.83158493041992,70.0,69.212349,15.858613,10.2
1725970922535.0,Galileo,38.83158493041992,58.0,69.212349,15.858613,10.2
1725970923539.0,BeiDou,,66.0,69.212347,15.858614,10.0
1725970923539.0,GLONASS,59.924476623535156,66.0,69.212347,15.858614,10.0
1725970923539.0,GPS,37.42583465576172,70.0,69.212347,15.858614,10.0
1725970923540.0,Galileo,37.42583465576172,58.0,69.212347,15.858614,10.0
1725970924524.0,BeiDou,,66.0,69.212345,15.858614,9.8
1725970924524.0,GLONASS,57.73319625854492,58.666666666666664,69.212345,15.858614,9.8
1725970924524.0,GPS,38.210899353027344,70.0,69.212345,15.858614,9.8
1725970924524.0,Galileo,38.210899353027344,58.0,69.212345,15.858614,9.8
1725970924524.0,QZSS,62.09431457519531,48.0,69.212345,15.858614,9.8
1725970925538.0,BeiDou,,66.0,69.212344,15.858613,9.6
1725970925538.0,GLONASS,62.09431457519531,66.0,69.212344,15.858613,9.6
1725970925538.0,GPS,40.70967483520508,70.0,69.212344,15.858613,9.6
1725970925538.0,Galileo,40.70967483520508,58.0,69.212344,15.858613,9.6
1725970926532.0,BeiDou,,66.0,69.212347,15.858623,9.6
1725970926532.0,GLONASS,58.10286331176758,66.0,69.212347,15.858623,9.6
1725970926532.0,GPS,37.993743896484375,70.0,69.212347,15.858623,9.6
1725970926532.0,Galileo,37.993743896484375,58.0,69.212347,15.858623,9.6
1725970927534.0,GLONASS,60.381736755371094,66.0,69.212348,15.858625,9.5
1725970927534.0,GPS,41.83930206298828,70.0,69.212348,15.858625,9.5
1725970927535.0,BeiDou,,66.0,69.212348,15.858625,9.5
1725970927535.0,Galileo,41.83930206298828,58.0,69.212348,15.858625,9.5
1725970928548.0,GPS,37.883094787597656,96.0,69.212347,15.858627,9.5
1725970928549.0,BeiDou,,66.0,69.212347,15.858627,9.5
1725970928549.0,GLONASS,61.33022689819336,66.0,69.212347,15.858627,9.5
1725970928549.0,GPS,37.883094787597656,57.0,69.212347,15.858627,9.5
1725970928549.0,Galileo,37.883094787597656,58.0,69.212347,15.858627,9.5
1725970929542.0,BeiDou,,70.0,69.212347,15.858628,9.5
1725970929542.0,GLONASS,58.7981071472168,58.666666666666664,69.212347,15.858628,9.5
1725970929542.0,GPS,41.02555847167969,70.0,69.212347,15.858628,9.5
1725970929542.0,QZSS,63.20831298828125,48.0,69.212347,15.858628,9.5
1725970929543.0,BeiDou,,50.0,69.212347,15.858628,9.5
1725970929543.0,Galileo,41.02555847167969,58.0,69.212347,15.858628,9.5
1725970930537.0,GPS,39.22203063964844,70.0,69.212347,15.858628,9.5
1725970930538.0,BeiDou,,66.0,69.212347,15.858628,9.5
1725970930538.0,GLONASS,61.720664978027344,66.0,69.212347,15.858628,9.5
1725970930539.0,Galileo,39.22203063964844,58.0,69.212347,15.858628,9.5
1725970931557.0,BeiDou,,66.0,69.212346,15.858628,9.5
1725970931557.0,GLONASS,60.15611267089844,66.0,69.212346,15.858628,9.5
1725970931557.0,GPS,40.70967483520508,70.0,69.212346,15.858628,9.5
1725970931558.0,Galileo,40.70967483520508,58.0,69.212346,15.858628,9.5
1725970932555.0,GPS,39.776634216308594,70.0,69.212346,15.858629,9.5
1725970932556.0,BeiDou,,66.0,69.212346,15.858629,9.5
1725970932556.0,GLONASS,59.06133270263672,66.0,69.212346,15.858629,9.5
1725970932556.0,Galileo,39.776634216308594,58.0,69.212346,15.858629,9.5
1725970933568.0,GPS,38.62957763671875,70.0,69.212346,15.858629,9.5
1725970933569.0,BeiDou,,66.0,69.212346,15.858629,9.5
1725970933569.0,GLONASS,61.720664978027344,66.0,69.212346,15.858629,9.5
1725970933569.0,Galileo,38.62957763671875,58.0,69.212346,15.858629,9.5
1725970934561.0,GLONASS,59.806297302246094,66.0,69.212346,15.85863,9.5
1725970934561.0,GPS,38.62957763671875,70.0,69.212346,15.85863,9.5
1725970934562.0,BeiDou,,66.0,69.212346,15.85863,9.5
1725970934562.0,GLONASS,59.806297302246094,55.0,69.212346,15.85863,9.5
1725970934562.0,QZSS,63.90355682373047,48.0,69.212346,15.85863,9.5
1725970934563.0,Galileo,38.62957763671875,58.0,69.212346,15.85863,9.5
1725970935536.0,BeiDou,,66.0,69.212346,15.85863,9.5
1725970935536.0,GLONASS,60.15611267089844,66.0,69.212346,15.85863,9.5
1725970935536.0,GPS,41.62482452392578,70.0,69.212346,15.85863,9.5
1725970935536.0,Galileo,41.62482452392578,58.0,69.212346,15.85863,9.5
1725970936550.0,GPS,42.320068359375,70.0,69.212346,15.858629,9.5
1725970936551.0,BeiDou,,66.0,69.212346,15.858629,9.5
1725970936551.0,GLONASS,60.15611267089844,66.0,69.212346,15.858629,9.5
1725970936551.0,Galileo,42.320068359375,58.0,69.212346,15.858629,9.5
1725970937559.0,GPS,40.70967483520508,70.0,69.212346,15.85863,9.5
1725970937560.0,BeiDou,,66.0,69.212346,15.85863,9.5
1725970937560.0,GLONASS,58.10286331176758,66.0,69.212346,15.85863,9.5
1725970937560.0,Galileo,40.70967483520508,58.0,69.212346,15.85863,9.5
1725970938538.0,BeiDou,,66.0,69.212346,15.85863,9.5
1725970938538.0,GLONASS,61.81559371948242,66.0,69.212346,15.85863,9.5
1725970938538.0,GPS,39.776634216308594,70.0,69.212346,15.85863,9.5
1725970938539.0,Galileo,39.776634216308594,58.0,69.212346,15.85863,9.5
1725970939547.0,BeiDou,,66.0,69.212346,15.858629,9.5
1725970939547.0,GLONASS,62.09431457519531,58.666666666666664,69.212346,15.858629,9.5
1725970939547.0,GPS,38.83158493041992,70.0,69.212346,15.858629,9.5
1725970939547.0,QZSS,63.367698669433594,48.0,69.212346,15.858629,9.5
1725970939548.0,Galileo,38.83158493041992,58.0,69.212346,15.858629,9.5
1725970940551.0,GPS,38.42276382446289,70.0,69.212347,15.858628,9.5
1725970940552.0,BeiDou,,66.0,69.212347,15.858628,9.5
1725970940552.0,GLONASS,62.79658126831055,66.0,69.212347,15.858628,9.5
1725970940552.0,Galileo,38.42276382446289,58.0,69.212347,15.858628,9.5
1725970941535.0,BeiDou,,66.0,69.212347,15.858627,9.5
1725970941535.0,GLONASS,59.06133270263672,66.0,69.212347,15.858627,9.5
1725970941535.0,GPS,37.993743896484375,70.0,69.212347,15.858627,9.5
1725970941535.0,Galileo,37.993743896484375,92.0,69.212347,15.858627,9.5
1725970941536.0,Galileo,37.993743896484375,24.0,69.212347,15.858627,9.5
1725970942546.0,BeiDou,,84.5,69.212347,15.858627,9.5
1725970942546.0,GLONASS,59.06133270263672,66.0,69.212347,15.858627,9.5
1725970942546.0,GPS,38.210899353027344,70.0,69.212347,15.858627,9.5
1725970942547.0,BeiDou,,53.666666666666664,69.212347,15.858627,9.5
1725970942547.0,Galileo,38.210899353027344,58.0,69.212347,15.858627,9.5
1725970943544.0,GPS,39.02899932861328,70.0,69.212347,15.858627,9.6
1725970943545.0,BeiDou,,65.8,69.212347,15.858627,9.6
1725970943545.0,GLONASS,55.50703811645508,66.0,69.212347,15.858627,9.6
1725970943545.0,Galileo,39.02899932861328,58.0,69.212347,15.858627,9.6
1725970944540.0,BeiDou,,65.8,69.212346,15.858627,9.6
1725970944540.0,GLONASS,59.19001770019531,58.666666666666664,69.212346,15.858627,9.6
1725970944540.0,GPS,39.776634216308594,70.0,69.212346,15.858627,9.6
1725970944540.0,Galileo,39.776634216308594,58.0,69.212346,15.858627,9.6
1725970944540.0,QZSS,61.720664978027344,48.0,69.212346,15.858627,9.6
1725970945534.0,GPS,37.883094787597656,70.0,69.212346,15.858628,9.6
1725970945535.0,BeiDou,,65.8,69.212346,15.858628,9.6
1725970945535.0,GLONASS,60.381736755371094,66.0,69.212346,15.858628,9.6
1725970945535.0,Galileo,37.883094787597656,58.0,69.212346,15.858628,9.6
1725970946544.0,BeiDou,,65.8,69.212346,15.858626,9.6
1725970946544.0,GLONASS,57.73319625854492,66.0,69.212346,15.858626,9.6
1725970946544.0,GPS,38.42276382446289,70.0,69.212346,15.858626,9.6
1725970946544.0,Galileo,38.42276382446289,58.0,69.212346,15.858626,9.6
1725970947483.0,GPS,38.42276382446289,96.0,69.212346,15.858626,9.6
1725970947484.0,BeiDou,,65.8,69.212346,15.858626,9.6
1725970947484.0,GLONASS,57.73319625854492,66.0,69.212346,15.858626,9.6
1725970947484.0,GPS,38.42276382446289,57.0,69.212346,15.858626,9.6
1725970947485.0,Galileo,38.42276382446289,58.0,69.212346,15.858626,9.6
1725970948490.0,GPS,37.993743896484375,70.0,69.212346,15.858626,9.5
1725970948491.0,BeiDou,,65.8,69.212346,15.858626,9.5
1725970948491.0,GLONASS,61.12821960449219,66.0,69.212346,15.858626,9.5
1725970948491.0,Galileo,37.993743896484375,58.0,69.212346,15.858626,9.5
1725970949482.0,BeiDou,,69.75,69.212346,15.858626,9.4
1725970949482.0,GLONASS,60.92140197753906,58.666666666666664,69.212346,15.858626,9.4
1725970949482.0,GPS,39.595672607421875,62.25,69.212346,15.858626,9.4
1725970949482.0,QZSS,61.33022689819336,48.0,69.212346,15.858626,9.4
1725970949483.0,BeiDou,,50.0,69.212346,15.858626,9.4
1725970949483.0,Galileo,39.595672607421875,58.0,69.212346,15.858626,9.4
1725970950476.0,BeiDou,,84.0,69.212346,15.858625,9.6
1725970950476.0,GLONASS,56.07371139526367,66.0,69.212346,15.858625,9.6
1725970950476.0,GPS,41.83930206298828,70.0,69.212346,15.858625,9.6
1725970950477.0,BeiDou,,53.666666666666664,69.212346,15.858625,9.6
1725970950477.0,Galileo,41.83930206298828,58.0,69.212346,15.858625,9.6
1725970951475.0,BeiDou,,69.75,69.212346,15.858621,9.7
1725970951475.0,GLONASS,61.52764129638672,66.0,69.212346,15.858621,9.7
1725970951475.0,GPS,40.869056701660156,69.66666666666667,69.212346,15.858621,9.7
1725970951476.0,BeiDou,,50.0,69.212346,15.858621,9.7
1725970951476.0,Galileo,40.869056701660156,58.0,69.212346,15.858621,9.7
1725970952481.0,GLONASS,60.381736755371094,66.0,69.212346,15.858619,9.7
1725970952481.0,GPS,39.22203063964844,69.66666666666667,69.212346,15.858619,9.7
1725970952482.0,BeiDou,,65.8,69.212346,15.858619,9.7
1725970952482.0,Galileo,39.22203063964844,58.0,69.212346,15.858619,9.7
1725970953487.0,BeiDou,,69.75,69.212346,15.858619,9.6
1725970953487.0,GLONASS,61.52764129638672,66.0,69.212346,15.858619,9.6
1725970953487.0,GPS,39.95390319824219,69.66666666666667,69.212346,15.858619,9.6
1725970953488.0,BeiDou,,50.0,69.212346,15.858619,9.6
1725970953488.0,Galileo,39.95390319824219,58.0,69.212346,15.858619,9.6
1725970954469.0,BeiDou,,65.8,69.212348,15.858615,9.5
1725970954469.0,GLONASS,57.187713623046875,58.666666666666664,69.212348,15.858615,9.5
1725970954469.0,GPS,37.993743896484375,69.66666666666667,69.212348,15.858615,9.5
1725970954469.0,Galileo,37.993743896484375,58.0,69.212348,15.858615,9.5
1725970954469.0,QZSS,62.452545166015625,48.0,69.212348,15.858615,9.5
1725970955482.0,GPS,37.993743896484375,69.66666666666667,69.212348,15.858617,9.4
1725970955483.0,BeiDou,,65.8,69.212348,15.858617,9.4
1725970955483.0,GLONASS,55.70006561279297,66.0,69.212348,15.858617,9.4
1725970955483.0,Galileo,37.993743896484375,58.0,69.212348,15.858617,9.4
1725970956480.0,BeiDou,,65.8,69.212349,15.858618,9.4
1725970956480.0,GLONASS,58.7981071472168,66.0,69.212349,15.858618,9.4
1725970956480.0,GPS,37.657474517822266,69.66666666666667,69.212349,15.858618,9.4
1725970956480.0,Galileo,37.657474517822266,58.0,69.212349,15.858618,9.4
1725970957472.0,BeiDou,,65.8,69.21235,15.858615,9.5
1725970957472.0,GLONASS,58.31734085083008,66.0,69.21235,15.858615,9.5
1725970957472.0,GPS,36.29946517944336,69.66666666666667,69.21235,15.858615,9.5
1725970957472.0,Galileo,36.29946517944336,57.5,69.21235,15.858615,9.5
1725970958478.0,GPS,40.46498489379883,69.66666666666667,69.212351,15.858615,9.4
1725970958479.0,GLONASS,57.503597259521484,66.0,69.212351,15.858615,9.4
1725970958480.0,BeiDou,,65.8,69.212351,15.858615,9.4
1725970958480.0,Galileo,40.46498489379883,57.5,69.212351,15.858615,9.4
1725970959474.0,GLONASS,61.720664978027344,58.666666666666664,69.212351,15.858616,9.4
1725970959474.0,GPS,41.02555847167969,62.0,69.212351,15.858616,9.4
1725970959474.0,QZSS,62.27527618408203,48.0,69.212351,15.858616,9.4
1725970959475.0,BeiDou,,65.8,69.212351,15.858616,9.4
1725970959475.0,Galileo,41.02555847167969,57.5,69.212351,15.858616,9.4
1725970960479.0,BeiDou,,84.0,69.212352,15.858612,9.2
1725970960479.0,GLONASS,60.15611267089844,66.0,69.212352,15.858612,9.2
1725970960479.0,GPS,39.95390319824219,69.66666666666667,69.212352,15.858612,9.2
1725970960480.0,BeiDou,,53.666666666666664,69.212352,15.858612,9.2
1725970960480.0,Galileo,39.95390319824219,57.5,69.212352,15.858612,9.2
1725970961480.0,BeiDou,,65.8,69.212351,15.858613,9.3
1725970961480.0,GLONASS,18.456707000732422,66.0,69.212351,15.858613,9.3
1725970961480.0,GPS,40.127628326416016,69.66666666666667,69.212351,15.858613,9.3
1725970961480.0,Galileo,40.127628326416016,57.5,69.212351,15.858613,9.3
1725970962477.0,BeiDou,,84.0,69.212351,15.85861,9.5
1725970962477.0,GLONASS,18.456707000732422,66.0,69.212351,15.85861,9.5
1725970962477.0,GPS,39.02899932861328,69.66666666666667,69.212351,15.85861,9.5
1725970962478.0,BeiDou,,53.666666666666664,69.212351,15.85861,9.5
1725970962478.0,Galileo,39.02899932861328,57.5,69.212351,15.85861,9.5
1725970963488.0,GPS,38.62957763671875,69.66666666666667,69.212351,15.858612,9.5
1725970963489.0,BeiDou,,65.8,69.212351,15.858612,9.5
1725970963489.0,GLONASS,58.10286331176758,66.0,69.212351,15.858612,9.5
1725970963489.0,Galileo,38.62957763671875,57.5,69.212351,15.858612,9.5
1725970964475.0,BeiDou,,65.8,69.212351,15.858611,9.3
1725970964475.0,GLONASS,60.70954132080078,58.666666666666664,69.212351,15.858611,9.3
1725970964475.0,GPS,36.94316101074219,62.0,69.212351,15.858611,9.3
1725970964475.0,Galileo,36.94316101074219,57.5,69.212351,15.858611,9.3
1725970964475.0,QZSS,61.81559371948242,48.0,69.212351,15.858611,9.3
1725970965482.0,GPS,37.657474517822266,69.66666666666667,69.212351,15.85861,9.2
1725970965483.0,BeiDou,,65.8,69.212351,15.85861,9.2
1725970965483.0,GLONASS,60.70954132080078,66.0,69.212351,15.85861,9.2
1725970965483.0,Galileo,37.657474517822266,57.5,69.212351,15.85861,9.2
1725970966472.0,BeiDou,,65.8,69.212352,15.858608,9.4
1725970966472.0,GLONASS,57.503597259521484,66.0,69.212352,15.858608,9.4
1725970966472.0,GPS,38.62957763671875,69.66666666666667,69.212352,15.858608,9.4
1725970966472.0,Galileo,38.62957763671875,57.5,69.212352,15.858608,9.4
1725970967484.0,BeiDou,,65.8,69.212353,15.858605,9.6
1725970967484.0,GLONASS,58.45743942260742,66.0,69.212353,15.858605,9.6
1725970967484.0,GPS,41.83930206298828,69.66666666666667,69.212353,15.858605,9.6
1725970967485.0,Galileo,41.83930206298828,57.5,69.212353,15.858605,9.6
1725970968486.0,GPS,39.595672607421875,69.66666666666667,69.212354,15.858604,9.3
1725970968487.0,BeiDou,,65.8,69.212354,15.858604,9.3
1725970968487.0,GLONASS,62.79658126831055,58.666666666666664,69.212354,15.858604,9.3
1725970968487.0,QZSS,61.33022689819336,48.0,69.212354,15.858604,9.3
1725970968488.0,Galileo,39.595672607421875,57.5,69.212354,15.858604,9.3
1725970969477.0,GLONASS,62.09431457519531,66.0,69.212353,15.858606,9.3
1725970969477.0,GPS,38.210899353027344,62.0,69.212353,15.858606,9.3
1725970969478.0,BeiDou,,65.8,69.212353,15.858606,9.3
1725970969478.0,GLONASS,62.09431457519531,55.0,69.212353,15.858606,9.3
1725970969478.0,Galileo,38.210899353027344,57.5,69.212353,15.858606,9.3
1725970969478.0,QZSS,62.963626861572266,48.0,69.212353,15.858606,9.3
1725970970482.0,GPS,39.22203063964844,69.66666666666667,69.212352,15.858605,9.2
1725970970483.0,BeiDou,,65.8,69.212352,15.858605,9.2
1725970970483.0,GLONASS,56.60566711425781,66.0,69.212352,15.858605,9.2
1725970970483.0,Galileo,39.22203063964844,57.5,69.212352,15.858605,9.2
1725970971475.0,BeiDou,,65.8,69.212352,15.858604,9.3
1725970971475.0,GLONASS,59.441802978515625,66.0,69.212352,15.858604,9.3
1725970971475.0,GPS,38.42276382446289,69.66666666666667,69.212352,15.858604,9.3
1725970971476.0,Galileo,38.42276382446289,57.5,69.212352,15.858604,9.3
1725970972480.0,GPS,39.776634216308594,69.66666666666667,69.212352,15.858604,9.4
1725970972481.0,BeiDou,,65.8,69.212352,15.858604,9.4
1725970972481.0,GLONASS,59.806297302246094,66.0,69.212352,15.858604,9.4
1725970972481.0,Galileo,39.776634216308594,57.5,69.212352,15.858604,9.4
1725970973490.0,BeiDou,,65.8,69.212353,15.858603,9.4
1725970973490.0,GLONASS,59.56501007080078,65.0,69.212353,15.858603,9.4
1725970973490.0,GPS,38.83158493041992,69.66666666666667,69.212353,15.858603,9.4
1725970973490.0,Galileo,38.83158493041992,57.5,69.212353,15.858603,9.4
1725970974475.0,BeiDou,,65.8,69.212355,15.858601,9.4
1725970974475.0,GLONASS,61.52764129638672,58.333333333333336,69.212355,15.858601,9.4
1725970974475.0,GPS,39.31695556640625,69.66666666666667,69.212355,15.858601,9.4
1725970974475.0,Galileo,39.31695556640625,57.5,69.212355,15.858601,9.4
1725970974475.0,QZSS,62.62626647949219,48.0,69.212355,15.858601,9.4
1725970975476.0,GPS,39.31695556640625,69.66666666666667,69.212355,15.858603,9.5
1725970975477.0,BeiDou,,65.8,69.212355,15.858603,9.5
1725970975477.0,GLONASS,60.92140197753906,65.0,69.212355,15.858603,9.5
1725970975477.0,Galileo,39.31695556640625,57.5,69.212355,15.858603,9.5
1725970976483.0,GLONASS,60.70954132080078,65.0,69.212354,15.858608,9.6
1725970976483.0,GPS,39.22203063964844,69.66666666666667,69.212354,15.858608,9.6
1725970976484.0,BeiDou,,65.8,69.212354,15.858608,9.6
1725970976484.0,Galileo,39.22203063964844,57.5,69.212354,15.858608,9.6
1725970977481.0,BeiDou,,84.0,69.212355,15.85861,9.8
1725970977481.0,GLONASS,60.70954132080078,65.0,69.212355,15.85861,9.8
1725970977481.0,GPS,39.95390319824219,69.66666666666667,69.212355,15.85861,9.8
1725970977482.0,BeiDou,,53.666666666666664,69.212355,15.85861,9.8
1725970977482.0,Galileo,39.95390319824219,57.5,69.212355,15.85861,9.8
1725970978482.0,GLONASS,62.452545166015625,65.0,69.212355,15.858607,9.8
1725970978482.0,GPS,40.127628326416016,69.66666666666667,69.212355,15.858607,9.8
1725970978483.0,BeiDou,,65.8,69.212355,15.858607,9.8
1725970978483.0,Galileo,40.127628326416016,57.5,69.212355,15.858607,9.8
1725970979473.0,BeiDou,,69.75,69.212355,15.85861,9.7
1725970979473.0,GLONASS,59.806297302246094,58.333333333333336,69.212355,15.85861,9.7
1725970979473.0,GPS,36.29946517944336,62.0,69.212355,15.85861,9.7
1725970979473.0,QZSS,60.49237823486328,48.0,69.212355,15.85861,9.7
1725970979474.0,BeiDou,,50.0,69.212355,15.85861,9.7
1725970979474.0,Galileo,36.29946517944336,57.5,69.212355,15.85861,9.7
1725970980479.0,BeiDou,,65.8,69.212356,15.858608,9.9
1725970980479.0,GLONASS,57.503597259521484,65.0,69.212356,15.858608,9.9
1725970980479.0,GPS,37.657474517822266,69.66666666666667,69.212356,15.858608,9.9
1725970980479.0,Galileo,37.657474517822266,57.5,69.212356,15.858608,9.9
1725970981475.0,BeiDou,,65.8,69.212356,15.858609,10.0
1725970981475.0,GLONASS,53.903873443603516,65.0,69.212356,15.858609,10.0
1725970981475.0,GPS,38.42276382446289,69.66666666666667,69.212356,15.858609,10.0
1725970981475.0,Galileo,38.42276382446289,57.5,69.212356,15.858609,10.0
1725970982471.0,BeiDou,,69.75,69.212357,15.858608,10.2
1725970982471.0,GLONASS,57.882957458496094,65.0,69.212357,15.858608,10.2
1725970982471.0,GPS,40.46498489379883,69.66666666666667,69.212357,15.858608,10.2
1725970982472.0,BeiDou,,50.0,69.212357,15.858608,10.2
1725970982472.0,Galileo,40.46498489379883,57.5,69.212357,15.858608,10.2
1725970983483.0,BeiDou,,69.75,69.212357,15.858612,10.1
1725970983483.0,GLONASS,53.16941833496094,65.0,69.212357,15.858612,10.1
1725970983483.0,GPS,36.691375732421875,69.66666666666667,69.212357,15.858612,10.1
1725970983484.0,BeiDou,,50.0,69.212357,15.858612,10.1
1725970983484.0,Galileo,36.691375732421875,57.5,69.212357,15.858612,10.1
1725970984480.0,BeiDou,,65.8,69.212358,15.858625,10.1
1725970984480.0,GLONASS,62.963626861572266,58.333333333333336,69.212358,15.858625,10.1
1725970984480.0,GPS,39.776634216308594,69.66666666666667,69.212358,15.858625,10.1
1725970984480.0,Galileo,39.776634216308594,57.5,69.212358,15.858625,10.1
1725970984480.0,QZSS,61.720664978027344,48.0,69.212358,15.858625,10.1
1725970985480.0,GLONASS,60.70954132080078,65.0,69.212358,15.858642,10.0
1725970985480.0,GPS,37.657474517822266,69.66666666666667,69.212358,15.858642,10.0
1725970985481.0,BeiDou,,65.8,69.212358,15.858642,10.0
1725970985481.0,Galileo,37.657474517822266,57.5,69.212358,15.858642,10.0
1725970986481.0,GPS,39.776634216308594,96.0,69.212359,15.858648,10.1
1725970986482.0,BeiDou,,65.8,69.212359,15.858648,10.1
1725970986482.0,GLONASS,54.68893814086914,65.0,69.212359,15.858648,10.1
1725970986482.0,GPS,39.776634216308594,56.5,69.212359,15.858648,10.1
1725970986482.0,Galileo,39.776634216308594,57.5,69.212359,15.858648,10.1
1725970987479.0,GPS,41.4049186706543,96.0,69.212358,15.858651,10.0
1725970987480.0,BeiDou,,65.8,69.212358,15.858651,10.0
1725970987480.0,GLONASS,56.254669189453125,65.0,69.212358,15.858651,10.0
1725970987480.0,GPS,41.4049186706543,56.5,69.212358,15.858651,10.0
1725970987480.0,Galileo,41.4049186706543,57.5,69.212358,15.858651,10.0
1725970988478.0,GPS,39.595672607421875,69.66666666666667,69.212358,15.858653,10.0
1725970988479.0,BeiDou,,65.8,69.212358,15.858653,10.0
1725970988479.0,GLONASS,62.27527618408203,65.0,69.212358,15.858653,10.0
1725970988479.0,Galileo,39.595672607421875,57.5,69.212358,15.858653,10.0
1725970989481.0,BeiDou,,65.8,69.212357,15.858658,9.9
1725970989481.0,GLONASS,58.7981071472168,58.333333333333336,69.212357,15.858658,9.9
1725970989481.0,GPS,37.993743896484375,62.0,69.212357,15.858658,9.9
1725970989481.0,Galileo,37.993743896484375,57.5,69.212357,15.858658,9.9
1725970989481.0,QZSS,61.81559371948242,48.0,69.212357,15.858658,9.9
1725970990474.0,BeiDou,,84.0,69.212356,15.858666,9.7
1725970990474.0,GLONASS,59.924476623535156,65.0,69.212356,15.858666,9.7
1725970990474.0,GPS,39.776634216308594,69.66666666666667,69.212356,15.858666,9.7
1725970990475.0,BeiDou,,53.666666666666664,69.212356,15.858666,9.7
1725970990475.0,Galileo,39.776634216308594,57.5,69.212356,15.858666,9.7
1725970991476.0,GPS,39.02899932861328,96.0,69.212355,15.858671,9.6
1725970991477.0,BeiDou,,65.8,69.212355,15.858671,9.6
1725970991477.0,GLONASS,57.187713623046875,65.0,69.212355,15.858671,9.6
1725970991477.0,GPS,39.02899932861328,56.5,69.212355,15.858671,9.6
1725970991478.0,Galileo,39.02899932861328,57.5,69.212355,15.858671,9.6
1725970992471.0,GPS,40.70967483520508,69.66666666666667,69.212354,15.858672,9.4
